"tip.label","mean_ED","median_ED","sd_ED","mean_rank","median_rank","top20_count","top20_frequency","species"
"Orectolobus_maculatus",29.657068971159,27.8061144860934,10.6103605171578,561.6,611,0,0,"Orectolobus maculatus"
"Rhinoptera_jayakari",28.9134605427434,27.667468805954,8.8242529348228,562.1,513.5,0,0,"Rhinoptera jayakari"
"Oxynotus_japonicus",28.6808622941735,28.3368765747735,8.2942085224586,564.4,579,0,0,"Oxynotus japonicus"
"Anacanthobatis_marmoratus",30.2896279333217,28.1383549213653,12.9850496720518,564.61,566.5,1,0.01,"Anacanthobatis marmoratus"
"Halaelurus_buergeri",28.9046579164151,27.347763893676,8.84434678452897,564.92,556.5,0,0,"Halaelurus buergeri"
"Narke_dipterygia",29.5086028157267,26.7854065197245,10.4504231200899,565.75,562,0,0,"Narke dipterygia"
"Narke_japonica",29.8175804554674,27.3046914147798,11.5170661552205,566.67,602,0,0,"Narke japonica"
"Haploblepharus_fuscus",28.7055040381645,27.2232894303164,8.20125530881317,566.85,584,0,0,"Haploblepharus fuscus"
"Gurgesiella_furvescens",30.6878088475195,28.4925357242569,14.0966873809078,567.06,547.5,0,0,"Gurgesiella furvescens"
"Narke_capensis",29.5055036039999,27.3046914147798,10.9778963014676,567.65,573.5,0,0,"Narke capensis"
"Orectolobus_hutchinsi",28.8642193379515,29.7424376659219,9.04396081175192,569.97,605.5,0,0,"Orectolobus hutchinsi"
"Etmopterus_splendidus",28.499386213415,28.5687910339045,8.23586103045444,571.11,543,0,0,"Etmopterus splendidus"
"Himantura_jenkinsii",29.3446806804943,28.7842230909367,9.63366340668052,572.35,556,0,0,"Himantura jenkinsii"
"Scyliorhinus_retifer",28.8603809723451,26.933412198078,9.39383789614552,572.67,542,0,0,"Scyliorhinus retifer"
"Squalus_suckleyi",30.1474277602973,32.1868018866277,12.3722260729201,572.77,539.5,0,0,"Squalus suckleyi"
"Rhinoptera_steindachneri",28.503231867165,27.4335721932453,8.56001292501863,574.42,573,0,0,"Rhinoptera steindachneri"
"Etmopterus_lucifer",28.6447088336638,27.2061145602805,8.63074010987947,575.14,551.5,0,0,"Etmopterus lucifer"
"Carcharhinus_amblyrhynchos",29.1053303381013,26.6043104504797,10.4972047259069,576.21,564.5,0,0,"Carcharhinus amblyrhynchos"
"Etmopterus_polli",28.0774890049551,28.8152313086283,7.0798278824122,577.04,521,0,0,"Etmopterus polli"
"Lamiopsis_temminckii",27.8213027417869,27.2469674969752,6.4159887631434,577.44,584,0,0,"Lamiopsis temminckii"
"Anacanthobatis_nanhaiensis",29.7671268955497,27.9191825101942,13.7227382317309,577.84,579,1,0.01,"Anacanthobatis nanhaiensis"
"Orectolobus_wardi",29.2794243443117,26.990975552265,11.9217738972332,578.33,613,0,0,"Orectolobus wardi"
"Lamiopsis_tephrodes",27.8213027417869,27.2469674969752,6.4159887631434,578.44,585,0,0,"Lamiopsis tephrodes"
"Orectolobus_leptolineatus",28.8351601870723,27.7478715671257,9.86710783563407,578.82,618,0,0,"Orectolobus leptolineatus"
"Orectolobus_halei",28.805484642421,28.0309745943556,9.84332616369642,579.54,603.5,0,0,"Orectolobus halei"
"Mobula_diabolus",29.0144940151878,26.0486394158919,10.8070272949412,580.99,597,0,0,"Mobula diabolus"
"Halaelurus_maculosus",28.2306177809186,27.2047420785542,8.02633863721385,581.77,614,0,0,"Halaelurus maculosus"
"Orectolobus_japonicus",28.5058627635639,28.1197070514738,9.12755927773974,581.79,614.5,0,0,"Orectolobus japonicus"
"Manta_birostris",28.6312912647098,28.3626432717644,9.81021465808049,582.16,570,0,0,"Manta birostris"
"Dasyatis_laevigata",30.1894199227642,27.576921681983,13.5820818620613,582.78,543.5,0,0,"Dasyatis laevigata"
"Manta_alfredi",28.6312912647098,28.3626432717644,9.81021465808049,583.16,571,0,0,"Manta alfredi"
"Haploblepharus_edwardsii",28.2371464106395,26.8951756972848,8.32043475404029,583.4,604,0,0,"Haploblepharus edwardsii"
"Orectolobus_parvimaculatus",28.3050594062354,28.6362750553645,8.86039569186221,583.97,590,0,0,"Orectolobus parvimaculatus"
"Etmopterus_fusus",28.0289126606352,26.8288250318839,8.41526678286394,586.25,549,0,0,"Etmopterus fusus"
"Himantura_pastinacoides",28.5231860480433,26.9084460609304,9.04148230161518,586.45,581.5,0,0,"Himantura pastinacoides"
"Dasyatis_guttata",29.3700023510125,27.4707159170571,12.0591373566193,587.16,581.5,0,0,"Dasyatis guttata"
"Rhinobatos_formosensis",28.5518591935522,27.9840173471736,10.1001695589642,587.23,617,0,0,"Rhinobatos formosensis"
"Anacanthobatis_longirostris",29.7161031358224,26.8265557511533,13.9868566041077,587.24,592.5,0,0,"Anacanthobatis longirostris"
"Rhinobatos_schlegelii",28.5647984196583,27.9040213324338,10.1478516606277,587.5,610.5,0,0,"Rhinobatos schlegelii"
"Dasyatis_marmorata",29.4937656747207,27.8573858669371,12.6403289634178,589.05,561.5,0,0,"Dasyatis marmorata"
"Squalus_acanthias",29.4861100816941,28.8241045986312,12.318212237412,589.85,586,0,0,"Squalus acanthias"
"Sympterygia_acuta",27.498324594713,28.4699127542222,5.96692146115498,590.12,542.5,0,0,"Sympterygia acuta"
"Heliotrygon_gomesi",28.2996209898013,26.1160529147154,9.91028518879526,590.35,590,0,0,"Heliotrygon gomesi"
"Heliotrygon_rosai",28.2996209898013,26.1160529147154,9.91028518879526,591.35,591,0,0,"Heliotrygon rosai"
"Halaelurus_quagga",27.830817825463,26.1256744365546,8.48114624178512,592.27,603.5,0,0,"Halaelurus quagga"
"Dasyatis_marianae",30.0524015923219,25.8304663823961,14.9906825951652,593.63,636.5,0,0,"Dasyatis marianae"
"Anacanthobatis_americanus",30.6228463237977,26.1260516695571,17.7754278313993,594.45,611.5,1,0.01,"Anacanthobatis americanus"
"Heteronarce_mollis",27.6162834290589,27.304850857701,7.38884071812085,594.59,585.5,0,0,"Heteronarce mollis"
"Himantura_uarnak",27.0053643696233,27.1918963957534,3.42970025014646,594.86,643.5,0,0,"Himantura uarnak"
"Dasyatis_hypostigma",29.3816913943438,27.7824933175267,13.3409682000422,595.05,571.5,0,0,"Dasyatis hypostigma"
"Squatina_californica",27.4674377659319,26.813111192007,7.5010377327346,596.44,613.5,0,0,"Squatina californica"
"Dasyatis_sinensis",30.259186957248,26.165711740715,15.6570138833442,596.57,601.5,0,0,"Dasyatis sinensis"
"Proscymnodon_plunketi",27.3406714415318,28.5828036093706,6.81450318491795,596.81,594.5,0,0,"Proscymnodon plunketi"
"Proscymnodon_macracanthus",27.3406714415318,28.5828036093706,6.81450318491795,597.81,595.5,0,0,"Proscymnodon macracanthus"
"Himantura_uarnacoides",28.4310542696101,27.1762518699108,10.0049244385526,598.47,579.5,0,0,"Himantura uarnacoides"
"Carcharhinus_falciformis",27.7723699317722,26.4220256289145,8.9814352992842,598.52,543,0,0,"Carcharhinus falciformis"
"Mobula_mobular",27.9980333692987,26.6059609377032,9.30358816089451,598.57,593,0,0,"Mobula mobular"
"Himantura_undulata",26.8618501509395,27.0087591071825,3.67504176724121,600.12,643.5,0,0,"Himantura undulata"
"Urobatis_concentricus",26.8152014739959,26.2398904840472,4.97815783629831,600.2,610,0,0,"Urobatis concentricus"
"Squatina_dumeril",27.6366235815612,26.9679234832373,8.39188918357343,600.77,612,0,0,"Squatina dumeril"
"Prionace_glauca",27.4514779629708,26.4212916955302,8.31022445983802,601.84,547.5,0,0,"Prionace glauca"
"Scyliorhinus_torrei",28.801058673686,24.8253674302017,12.3898146324827,602.02,634,0,0,"Scyliorhinus torrei"
"Urobatis_maculatus",26.7445861507357,26.215108366616,5.06118238665735,602.61,612,0,0,"Urobatis maculatus"
"Sphyrna_tudes",26.4122333118873,26.4858311457917,3.24420031634404,603.05,620.5,0,0,"Sphyrna tudes"
"Carcharhinus_albimarginatus",28.0402981454057,26.2016010531438,10.0784669506593,603.08,619,0,0,"Carcharhinus albimarginatus"
"Carcharhinus_macloti",27.0457508439175,28.5557130845335,6.46610573678331,603.11,540.5,0,0,"Carcharhinus macloti"
"Urolophus_aurantiacus",27.3237825245977,26.792653643631,7.32267784456949,603.6,575.5,0,0,"Urolophus aurantiacus"
"Gurgesiella_dorsalifera",29.1060635361119,28.4151623071779,13.5072144477847,604.02,580.5,0,0,"Gurgesiella dorsalifera"
"Sphyrna_media",26.4122333118873,26.4858311457917,3.24420031634404,604.05,621.5,0,0,"Sphyrna media"
"Breviraja_spinosa",29.6693407217385,26.2210355848996,14.7926143771655,604.61,606,0,0,"Breviraja spinosa"
"Dasyatis_gigantea",28.9741162301419,27.2513416372542,12.7845499710921,606.28,617.5,0,0,"Dasyatis gigantea"
"Dasyatis_hastata",28.8288477067471,26.4645034820703,12.8126459975574,606.7,575,0,0,"Dasyatis hastata"
"Dasyatis_colarensis",29.5642960507063,25.7787027429736,14.6726193792029,607.05,597,0,0,"Dasyatis colarensis"
"Anacanthobatis_stenosoma",29.1917955959587,24.8831886513591,14.4329458871959,607.78,596.5,0,0,"Anacanthobatis stenosoma"
"Gurgesiella_atlantica",29.4302127254707,28.2891762713628,14.2883808581892,608.84,596.5,0,0,"Gurgesiella atlantica"
"Etmopterus_sheikoi",28.1098731531407,25.2922104523268,10.956050631621,609.99,637.5,0,0,"Etmopterus sheikoi"
"Himantura_dalyensis",27.7749002886352,25.6408553059974,9.49637761215403,610.11,618.5,0,0,"Himantura dalyensis"
"Torpedo_puelcha",29.5145237020907,24.8660246309476,15.9829141906016,610.61,621,1,0.01,"Torpedo puelcha"
"Squatina_nebulosa",26.7687287083118,27.8361350339761,6.26262780176327,611.82,609.5,0,0,"Squatina nebulosa"
"Scyliorhinus_haeckelii",28.1406325422113,25.987146401546,11.2440608612261,611.98,641,0,0,"Scyliorhinus haeckelii"
"Squatina_formosa",26.760954440808,27.8845939362383,6.33267760660995,612.19,599,0,0,"Squatina formosa"
"Dasyatis_multispinosa",28.5873374948562,26.6836587483266,12.4960208693961,613.18,634,0,0,"Dasyatis multispinosa"
"Dasyatis_acutirostra",28.5706710706952,26.0400046726686,13.1377906912413,614.02,600,0,0,"Dasyatis acutirostra"
"Scyliorhinus_cervigoni",28.3494226571539,25.8090129285255,11.6020164608952,614.07,626.5,0,0,"Scyliorhinus cervigoni"
"Scyliorhinus_besnardi",28.3253817689124,25.5850960880328,12.2661096196346,614.85,666,0,0,"Scyliorhinus besnardi"
"Heteronarce_prabhui",27.2199258936762,26.7011305511875,8.55831035048783,615.75,653.5,0,0,"Heteronarce prabhui"
"Rhizoprionodon_acutus",28.4662337983747,24.3637351472646,12.3909063870215,616.34,696,0,0,"Rhizoprionodon acutus"
"Mobula_rochebrunei",27.8086743630549,25.1861618152214,11.1179699190135,616.5,654,0,0,"Mobula rochebrunei"
"Heteronarce_garmani",27.4190812612396,25.3620204006129,9.33525953994624,616.74,642.5,0,0,"Heteronarce garmani"
"Heteronarce_bentuviai",27.5171559892442,25.6668709132404,10.5119160552591,617.06,640,1,0.01,"Heteronarce bentuviai"
"Dasyatis_tortonesei",28.8750291538747,25.5775277233048,13.9013949653876,617.13,655.5,0,0,"Dasyatis tortonesei"
"Himantura_kittipongi",27.2077434914333,25.8055030228158,8.7180358259134,617.88,625,0,0,"Himantura kittipongi"
"Scyliorhinus_boa",28.5370601234476,26.0221885171575,12.8144893316357,618.97,644,0,0,"Scyliorhinus boa"
"Urolophus_westraliensis",26.779893015224,26.2416923519681,7.26345254731469,619.24,607,0,0,"Urolophus westraliensis"
"Brochiraja_microspinifera",26.7670556921686,26.1557583549304,7.58735942149634,619.36,548,0,0,"Brochiraja microspinifera"
"Scyliorhinus_comoroensis",28.8149333435639,24.9426440414768,14.3254899461293,620.74,679.5,0,0,"Scyliorhinus comoroensis"
"Sympterygia_bonapartii",26.6080714323885,26.4739966767795,6.77179455717615,621.02,576.5,0,0,"Sympterygia bonapartii"
"Galeus_arae",26.8040326992328,25.6566541404993,7.91848428339345,623.47,626,0,0,"Galeus arae"
"Acroteriobatus_variegatus",27.4673165518906,25.2378661766744,10.8071480665557,628.05,674.5,0,0,"Acroteriobatus variegatus"
"Rhinobatos_annandalei",27.4663031663224,25.2378661766744,10.8083436748171,628.07,674.5,0,0,"Rhinobatos annandalei"
"Rhinoptera_marginata",28.1318799157915,24.4436007110863,13.7776009594914,629.31,685,0,0,"Rhinoptera marginata"
"Mobula_eregoodootenkee",27.2807056280791,24.7712359359259,10.2939803010581,629.45,665,0,0,"Mobula eregoodootenkee"
"Urolophus_papilio",28.3833552636901,25.8326764181075,14.6907383741585,630.19,648.5,0,0,"Urolophus papilio"
"Dasyatis_geijskesi",28.743499877258,24.5545961935073,15.0863580575805,630.69,610.5,0,0,"Dasyatis geijskesi"
"Dasyatis_rudis",28.3461952981078,25.0720023538164,13.4268537461078,632.5,656,0,0,"Dasyatis rudis"
"Dasyatis_izuensis",28.5209859494535,24.7182935288572,14.4673936145861,633.15,656.5,0,0,"Dasyatis izuensis"
"Mobula_thurstoni",26.0744614687719,26.027093513661,6.69760174442698,633.39,609.5,0,0,"Mobula thurstoni"
"Himantura_randalli",26.4842259417548,24.5587226248626,8.37954090660403,633.81,637.5,0,0,"Himantura randalli"
"Mobula_kuhlii",26.0643563892398,25.7570929094693,6.69476974877198,634.76,629.5,0,0,"Mobula kuhlii"
"Fenestraja_plutonia",27.9777512596094,25.576443939885,12.8190491606745,635.11,676.5,0,0,"Fenestraja plutonia"
"Okamejei_hollandi",26.9927907855205,25.750405862437,10.0314036766781,635.35,668.5,0,0,"Okamejei hollandi"
"Breviraja_nigriventralis",27.8338371247173,24.180305562228,12.6952230245244,635.53,661.5,0,0,"Breviraja nigriventralis"
"Scyliorhinus_tokubee",27.9532365069616,24.850012347391,14.9597612673245,635.57,656,1,0.01,"Scyliorhinus tokubee"
"Rhinoptera_peli",27.3887006284431,23.5128188069592,11.6781482691117,637.54,669.5,0,0,"Rhinoptera peli"
"Scyliorhinus_garmani",26.9754233290572,24.9333075144887,10.0240987692121,637.89,674.5,0,0,"Scyliorhinus garmani"
"Breviraja_claramaculata",27.2492428939546,25.7666358803043,11.7398636167766,639.45,631,0,0,"Breviraja claramaculata"
"Raja_undulata",26.9184939086553,25.1510738962518,10.8698884631729,641.35,650,0,0,"Raja undulata"
"Breviraja_colesi",28.4454985865035,24.5865014781819,15.6024884250387,641.78,696,0,0,"Breviraja colesi"
"Etmopterus_compagnoi",27.2042807125223,25.0298245686978,11.6022845394803,641.88,664,0,0,"Etmopterus compagnoi"
"Scyliorhinus_hesperius",27.5914928530987,25.5856001508744,13.0164008527338,643.78,681,0,0,"Scyliorhinus hesperius"
"Torpedo_semipelagica",26.8800069605154,24.3244956897493,11.1944072057118,644.74,647.5,0,0,"Torpedo semipelagica"
"Torpedo_suessii",27.1181943326402,24.3977026947402,11.3546243603034,645.27,676.5,0,0,"Torpedo suessii"
"Dasyatis_parvonigra",27.8603633418485,24.1071809151115,13.8985549020937,645.7,649,0,0,"Dasyatis parvonigra"
"Himantura_marginata",26.1992796805833,24.5314513159733,8.81525748318215,646.86,638,0,0,"Himantura marginata"
"Etmopterus_hillianus",26.9070128078262,24.693759590534,10.7983318479882,647.69,675,0,0,"Etmopterus hillianus"
"Galeus_springeri",28.1241229462347,25.0638524318606,15.3784188301961,648.26,678,0,0,"Galeus springeri"
"Squatina_guggenheim",25.7417076974363,26.7544136151344,6.69291657093747,649.39,647.5,0,0,"Squatina guggenheim"
"Torpedo_alexandrinsis",26.8236397245562,23.1625799262791,11.1713507498677,654.24,678.5,0,0,"Torpedo alexandrinsis"
"Scyliorhinus_meadi",26.6151072370554,24.8999815306941,11.0172662344596,654.37,668,0,0,"Scyliorhinus meadi"
"Squatina_occulta",25.5725331875653,26.4661993161454,6.75544527140424,654.81,658,0,0,"Squatina occulta"
"Torpedo_formosa",26.5612123140235,24.798256406966,10.9825734346555,656.92,672,0,0,"Torpedo formosa"
"Galeus_antillensis",27.360786532428,24.3857807587737,14.026560864792,657.25,696.5,0,0,"Galeus antillensis"
"Raja_miraletus",26.2801500454491,24.7785866847107,10.6630327425503,657.46,682.5,0,0,"Raja miraletus"
"Hemitriakis_indroyonoi",26.0457780003796,24.6569834821754,8.88104399861251,657.8,727,0,0,"Hemitriakis indroyonoi"
"Urotrygon_venezuelae",26.2670605251523,23.9829260654481,10.2947924897971,658.59,713,0,0,"Urotrygon venezuelae"
"Rhinoptera_adspersa",26.0017438180307,24.0768878480625,9.27788870172768,659.24,707.5,0,0,"Rhinoptera adspersa"
"Hemitriakis_abdita",25.8345099546646,24.0059597840397,8.53241717756452,660.16,700.5,0,0,"Hemitriakis abdita"
"Etmopterus_joungi",26.0228133854801,24.5120073576819,9.53402998792544,661.64,686,0,0,"Etmopterus joungi"
"Etmopterus_schmidti",26.2369910546709,24.1187133209159,10.6422873044044,663.98,667,0,0,"Etmopterus schmidti"
"Fenestraja_sinusmexicanus",26.17552382002,25.0751082063098,10.8047053061532,664.91,683,0,0,"Fenestraja sinusmexicanus"
"Carcharhinus_brachyurus",25.0222428527019,26.3442344367949,6.17698430790688,666.31,650,0,0,"Carcharhinus brachyurus"
"Urotrygon_simulatrix",26.0545122239317,25.8320223419395,10.6198188162502,666.86,615.5,0,0,"Urotrygon simulatrix"
"Malacoraja_obscura",25.9576543213085,24.6143020632141,9.82456047140236,666.89,669,0,0,"Malacoraja obscura"
"Galeus_cadenati",27.1246720974459,22.6198877726112,14.9540468071944,667.18,698.5,0,0,"Galeus cadenati"
"Etmopterus_villosus",26.2683501573224,22.635282918727,11.4104907871782,667.36,666.5,0,0,"Etmopterus villosus"
"Fenestraja_ishiyamai",26.0982799815957,25.2592646800142,10.3162589451469,667.78,686.5,0,0,"Fenestraja ishiyamai"
"Fenestraja_atripinna",26.0718762964596,24.5420353225136,10.0816126964429,667.85,686.5,0,0,"Fenestraja atripinna"
"Carcharhinus_isodon",24.840003833449,26.1714817713183,5.9266876194114,669.07,646.5,0,0,"Carcharhinus isodon"
"Mustelus_californicus",25.6026191846854,27.1980396261811,8.79356383963956,669.54,633,0,0,"Mustelus californicus"
"Malacoraja_senta",26.3370111572474,24.4369420881948,11.5991352699615,670.4,702.5,0,0,"Malacoraja senta"
"Galeus_schultzi",26.8169229874331,22.8380212703465,13.1531051030617,670.78,715,0,0,"Galeus schultzi"
"Urolophus_gigas",26.3859175412825,23.6358790432002,12.1474226755658,670.81,675.5,0,0,"Urolophus gigas"
"Etmopterus_burgessi",26.0178882842796,23.4413139134175,11.3107479008461,671.46,709,0,0,"Etmopterus burgessi"
"Etmopterus_evansi",25.9407933973237,23.5103615731599,10.3260636098836,671.85,716.5,0,0,"Etmopterus evansi"
"Carcharhinus_dussumieri",24.7695759098593,25.5073737633037,5.74269730023582,672.14,661,0,0,"Carcharhinus dussumieri"
"Leucoraja_ocellata",25.0654493446448,25.4771683399723,7.55815724638869,672.32,627.5,0,0,"Leucoraja ocellata"
"Galeus_nipponensis",27.7105837211001,22.4472349895381,16.5131054171553,672.36,734.5,0,0,"Galeus nipponensis"
"Etmopterus_decacuspidatus",26.4933945715308,24.3849628092937,12.3712432724094,672.38,686.5,0,0,"Etmopterus decacuspidatus"
"Fenestraja_sibogae",26.0978248638244,23.0268661980799,11.9053437121538,672.47,675.5,0,0,"Fenestraja sibogae"
"Etmopterus_bullisi",25.4974219070289,23.9090775799285,8.98575206274932,673.11,671.5,0,0,"Etmopterus bullisi"
"Mustelus_norrisi",25.322564158553,28.3347166922666,8.02922564966187,673.68,586,0,0,"Mustelus norrisi"
"Rhinoptera_brasiliensis",25.3675320137742,24.3351955083705,8.92128670704465,674.85,677,0,0,"Rhinoptera brasiliensis"
"Torpedo_peruana",25.7930860316605,23.4499396055203,10.0508793706884,675.09,691.5,0,0,"Torpedo peruana"
"Leucoraja_erinacea",24.9130412156961,24.1001215691867,7.3543391569581,676.71,645,0,0,"Leucoraja erinacea"
"Carcharhinus_brevipinna",24.6470758077724,25.7573240722218,6.09329051570585,677.24,653.5,0,0,"Carcharhinus brevipinna"
"Urolophus_kaianus",27.932579951116,21.463082324767,17.287976387884,677.28,724.5,2,0.02,"Urolophus kaianus"
"Rhinoptera_sewelli",25.511957674999,23.6514097772027,9.70729968648186,678.06,688,0,0,"Rhinoptera sewelli"
"Fenestraja_cubensis",25.8743310436657,22.8059526887223,11.641643390152,678.32,656,0,0,"Fenestraja cubensis"
"Etmopterus_perryi",26.08410927785,23.6967895130422,12.216473451512,679.76,709.5,0,0,"Etmopterus perryi"
"Rhinoptera_hainanensis",25.5465091022659,24.3693548444611,10.2312590914721,680.48,682,0,0,"Rhinoptera hainanensis"
"Galeus_priapus",26.3402956582456,22.0666274151362,13.0291931269686,681.12,676.5,0,0,"Galeus priapus"
"Etmopterus_robinsi",25.632634826313,22.3818685598958,10.315106560401,682.35,712,0,0,"Etmopterus robinsi"
"Etmopterus_viator",25.7961633762093,23.2672219831503,11.5349640059279,682.54,728,0,0,"Etmopterus viator"
"Parmaturus_lanatus",25.5244759153837,24.1026694802238,10.102350043947,682.59,723.5,0,0,"Parmaturus lanatus"
"Himantura_walga",24.1328798682095,24.285094713941,3.08655354563036,682.61,726,0,0,"Himantura walga"
"Etmopterus_carteri",25.2146556985243,23.0644945104448,9.7775721813845,685.03,733.5,0,0,"Etmopterus carteri"
"Carcharhinus_sorrah",24.8028974960022,22.7039121206132,8.30553597504371,685.15,656.5,0,0,"Carcharhinus sorrah"
"Apristurus_macrostomus",26.7719304477971,23.1352388470517,15.9538611689374,685.55,750,0,0,"Apristurus macrostomus"
"Urolophus_mitosis",25.4621416511182,23.313131555568,11.1008434601648,686.18,703,0,0,"Urolophus mitosis"
"Rhizoprionodon_longurio",24.3328823189663,25.3038382799675,5.43633215171827,686.67,654.5,0,0,"Rhizoprionodon longurio"
"Torpedo_marmorata",25.0519914638708,24.479959744125,8.95028868856735,687.14,692.5,0,0,"Torpedo marmorata"
"Apristurus_gibbosus",25.8569880605971,22.74531301645,11.8491096283572,687.7,720,0,0,"Apristurus gibbosus"
"Carcharhinus_sealei",24.317904076815,24.683064113956,5.70671555547933,687.91,663,0,0,"Carcharhinus sealei"
"Torpedo_tremens",25.6054017412692,22.2301720974371,11.8319341744125,688.01,709.5,0,0,"Torpedo tremens"
"Urolophus_circularis",26.5776361168273,22.5801731120829,14.6627561368248,688.28,740.5,1,0.01,"Urolophus circularis"
"Galeus_gracilis",26.2877311783197,22.2315928678384,14.3931859171126,688.3,728.5,0,0,"Galeus gracilis"
"Torpedo_adenensis",25.4021040887198,22.5823194341359,10.7487915790718,688.57,696,0,0,"Torpedo adenensis"
"Apristurus_riveri",25.7178889318319,22.2253530984699,11.3857434536765,688.82,758.5,0,0,"Apristurus riveri"
"Torpedo_panthera",25.9089544646882,21.9352480566613,12.3664405400535,689.14,778,0,0,"Torpedo panthera"
"Torpedo_zugmayeri",25.5531067687356,22.317590482387,11.5215439616666,689.22,705,0,0,"Torpedo zugmayeri"
"Etmopterus_sculptus",26.2016817777369,24.3693515519623,13.5652130401623,689.3,730,0,0,"Etmopterus sculptus"
"Malacoraja_spinacidermis",25.0186705174426,23.574756292896,9.34053699056866,689.87,701,0,0,"Malacoraja spinacidermis"
"Rhizoprionodon_lalandii",24.1712521064266,24.906328852294,5.37458441787092,690.21,656.5,0,0,"Rhizoprionodon lalandii"
"Fenestraja_maceachrani",25.1616296972552,23.128393547508,10.6643309559443,690.9,711.5,0,0,"Fenestraja maceachrani"
"Squatina_albipunctata",24.1809841164987,24.9585836806775,5.20266523687101,691.3,694,0,0,"Squatina albipunctata"
"Triaenodon_obesus",24.7003007085099,23.9368895341468,8.70237705161153,691.54,657.5,0,0,"Triaenodon obesus"
"Torpedo_bauchotae",25.3494445918189,22.8055656583415,11.101605095256,692.17,693.5,0,0,"Torpedo bauchotae"
"Scyliorhinus_stellaris",24.3008177912076,24.4187540563762,6.78736953551126,692.27,640,0,0,"Scyliorhinus stellaris"
"Urotrygon_microphthalmum",25.3133037888393,22.264065223673,10.8331950225936,692.66,702.5,0,0,"Urotrygon microphthalmum"
"Etmopterus_litvinovi",25.4543691503328,23.651274231127,12.5981445835809,693.51,723,1,0.01,"Etmopterus litvinovi"
"Etmopterus_molleri",24.2306382831198,24.3012774268745,6.62942307267083,693.78,670.5,0,0,"Etmopterus molleri"
"Parmaturus_xaniurus",24.9667195502454,23.480890568067,9.58856106806753,695.59,702,0,0,"Parmaturus xaniurus"
"Neoraja_iberica",25.1089214591306,22.8589969371853,9.90723051930538,696.17,718.5,0,0,"Neoraja iberica"
"Torpedo_tokionis",24.9643545203866,22.3712429383337,9.50218943771851,696.57,748.5,0,0,"Torpedo tokionis"
"Parmaturus_bigus",25.1762870896076,23.5359214772461,10.5088939301648,697.68,708,0,0,"Parmaturus bigus"
"Fenestraja_mamillidens",25.314703956676,22.088804681368,11.471503542392,699.68,726.5,0,0,"Fenestraja mamillidens"
"Urolophus_neocaledoniensis",26.6646120513539,21.3321310676037,16.6804648212903,699.97,767,2,0.02,"Urolophus neocaledoniensis"
"Urotrygon_aspidura",25.0498588468628,23.5657655179712,10.199561187473,700.77,714,0,0,"Urotrygon aspidura"
"Etmopterus_pycnolepis",24.8832597469251,23.0702924380508,10.2490563648038,701.76,720.5,0,0,"Etmopterus pycnolepis"
"Apristurus_saldanha",25.5624871042661,22.2016275345414,12.1599167835463,701.93,737,0,0,"Apristurus saldanha"
"Apristurus_canutus",25.9602953747863,21.2644709754076,13.6782074786444,702.27,787.5,0,0,"Apristurus canutus"
"Neoraja_stehmanni",24.6983744306151,23.3008519691918,9.59360329381104,702.6,716.5,0,0,"Neoraja stehmanni"
"Urotrygon_caudispinosus",24.8113737389461,22.8937407086258,10.4586630775484,702.66,710,0,0,"Urotrygon caudispinosus"
"Urolophus_orarius",24.6598507265896,22.7071523720041,10.1617992405028,702.86,730,0,0,"Urolophus orarius"
"Torpedo_microdiscus",24.807721538448,21.404077809743,9.99042741840952,702.87,750.5,0,0,"Torpedo microdiscus"
"Glyphis_garricki",23.7591859350934,24.0179844528856,5.33642876496174,703.1,668.5,0,0,"Glyphis garricki"
"Parmaturus_melanobranchus",25.4104428794872,22.0996653940225,12.0279808301956,703.78,750.5,0,0,"Parmaturus melanobranchus"
"Dipturus_kwangtungensis",25.2563288727578,24.6162765570287,11.5464272482525,704.03,721,0,0,"Dipturus kwangtungensis"
"Etmopterus_caudistigmus",24.8167206921305,23.0980212874119,10.4212516146928,704.37,721.5,0,0,"Etmopterus caudistigmus"
"Malacoraja_kreffti",24.5176177598578,23.8214337809494,9.08067449937631,705.41,738.5,0,0,"Malacoraja kreffti"
"Torpedo_polleni",24.5777686713086,21.1737684180699,10.3619206540415,705.47,756.5,0,0,"Torpedo polleni"
"Galeus_mincaronei",25.7065321068292,21.6473357294964,13.0625158700862,705.48,787,0,0,"Galeus mincaronei"
"Urolophus_armatus",25.3858374700977,20.7998406635665,13.2492065570189,706.78,780,0,0,"Urolophus armatus"
"Sympterygia_lima",23.7011226656797,22.6609486386115,6.37711427377869,706.89,728.5,0,0,"Sympterygia lima"
"Parmaturus_albimarginatus",24.6725436131764,22.566782051949,9.5102873357602,707.31,748,0,0,"Parmaturus albimarginatus"
"Etmopterus_dislineatus",23.8188143247717,23.0079565787448,6.45071979805672,708.7,707,0,0,"Etmopterus dislineatus"
"Urolophus_deforgesi",25.2404319399051,20.8387206713602,13.0949601142279,708.75,738.5,0,0,"Urolophus deforgesi"
"Urolophus_kapalensis",23.9834238096869,23.4849509952307,7.633328050699,708.81,703.5,0,0,"Urolophus kapalensis"
"Urotrygon_chilensis",24.605805964517,22.1446437461038,10.0703077799542,708.99,779.5,0,0,"Urotrygon chilensis"
"Galeus_piperatus",25.2927919541244,22.4542436754627,11.7560565476785,709,766.5,0,0,"Galeus piperatus"
